"id","title","len","cite_arXiv","cite_av_media","cite_book","cite_comic","cite_conference","cite_encyclopedia","cite_episode","Cite_govtrack","cite_journal","cite_magazine","cite_press_release","cite_web","links","tables","files","math","class"
2843456,"Leadtek",3921,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
2857765,"National Oilwell Varco",6930,0,0,0,0,0,0,0,0,0,0,0,4,44,0,2,0,"0"
2874482,"Orcon Internet Limited",6792,0,0,0,0,0,0,0,0,0,0,1,2,30,0,0,0,"0"
2875917,"Vedior",4302,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
2877618,"Elisabeta Lipă",7811,0,0,0,0,0,0,0,0,0,0,0,2,81,0,1,0,"1"
2883091,"Ramakrishna Mission Vidyalaya, Coimbatore",7545,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,"3"
2887549,"Sigma-Aldrich",19034,0,0,0,0,0,0,0,0,2,0,0,26,116,0,10,0,"0"
2887982,"Ancol Dreamland",16003,0,0,1,0,0,0,0,0,0,0,0,5,58,0,6,0,"0"
2888041,"Comverse Technology",60258,0,0,4,0,0,0,0,0,0,0,13,9,246,0,4,0,"0"
2899772,"Tamron",28013,0,0,0,0,0,0,0,0,2,0,0,4,136,12,3,0,"0"
2901056,"LXD Incorporated",2445,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,"0"
2909963,"Daniel Egan",3983,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"1"
2911965,"Refco",15028,0,0,0,0,0,0,0,0,0,0,0,1,59,0,1,0,"0"
2914934,"Affiliated Foods Midwest",2015,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,"0"
2924630,"Builders Square",7359,0,0,0,0,0,0,0,0,0,0,0,1,49,0,1,0,"0"
2925641,"Alaska Communications",3858,0,0,0,0,0,0,0,0,0,0,0,3,22,0,1,0,"0"
2930872,"LoJack",6590,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,"0"
2932065,"CTT Correios de Portugal, S.A.",4565,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"0"
2959176,"First Boston",11725,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,"0"
2959581,"Mitchell & Ness",11632,0,0,0,0,0,0,0,0,0,0,0,2,59,0,1,0,"0"
2963666,"Motive, Inc",2219,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
2981021,"Maas Brothers",10405,0,0,1,0,0,0,0,0,1,0,0,0,51,0,6,0,"0"
2985953,"William Harry Evans",5991,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,"2"
3022169,"Radio Maryja",30592,0,0,1,0,0,0,0,0,0,0,0,10,134,0,1,0,"0"
3048855,"Tesco Corporation",4777,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"0"
3048983,"Moixa",5203,0,0,0,0,0,0,0,0,0,0,0,12,19,0,3,0,"0"
3053579,"John Eatton Le Conte",8359,0,0,1,0,0,0,0,0,1,0,0,1,68,0,0,0,"2"
3069803,"Caixa Geral de Depósitos",9315,0,0,0,0,0,0,0,0,0,0,0,0,82,0,2,0,"0"
3070362,"University of Zadar",5364,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,"3"
3072085,"HSBC Bank (Turkey)",5357,0,0,0,0,0,0,0,0,0,0,0,2,48,0,3,0,"0"
3072166,"HSBC Bank Australia",4394,0,0,0,0,0,0,0,0,1,0,0,0,32,0,1,0,"0"
3094232,"National Institute of Industrial Engineering",10445,0,0,0,0,0,0,0,0,0,0,0,5,38,0,2,0,"3"
3099633,"GS Group",5647,0,0,1,0,0,0,0,0,0,0,0,1,38,0,1,0,"0"
3099982,"Patra TV",1288,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
3112745,"AtomicPark.com",4083,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,"0"
3125376,"Superfast Ferries",8680,0,0,1,0,0,0,0,0,0,0,0,0,90,2,4,0,"0"
3132246,"Zipp",11746,0,0,0,0,0,0,0,0,0,0,0,2,23,0,1,0,"0"
3134547,"Colonial Properties",3446,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
3137059,"Northern Institute of Technology Management",6239,0,0,0,0,0,0,0,0,0,0,0,2,21,0,1,0,"3"
3138044,"Metavante",5424,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
3141351,"Sky Television plc",19089,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,"0"
3147277,"Pusan National University",3738,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,"3"
3149542,"Michael Harbison",2067,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,"1"
3150723,"Max Hamburgers",7004,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2,0,"0"
3167810,"Ion Media Networks",18503,0,0,0,0,0,0,0,0,0,0,0,4,94,0,0,0,"0"
3176366,"Lazarus (department store)",12041,0,0,0,0,0,0,0,0,0,0,0,1,64,0,1,0,"0"
3182478,"CHEP",3968,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,"0"
3191675,"Jordan Steel",687,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
3195358,"KEMA",4489,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,"0"
3197138,"Noweco",1802,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,"0"
3199728,"Britannia (former building society)",13501,0,0,0,0,0,0,0,0,0,0,0,2,52,0,3,0,"0"
3200922,"Keen Engineering",3761,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
3201432,"Oxford Development",3699,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"0"
3217975,"Michael O'Dwyer",15738,0,0,2,0,0,0,0,0,0,0,0,0,61,0,0,0,"1"
3243964,"Byron Kilbourn",7640,0,0,2,0,0,0,0,0,1,0,0,1,54,0,1,0,"1"
3249646,"EBags.com",10748,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,"0"
3253181,"Avanza",2405,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,"0"
3254350,"Portman Building Society",7481,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,"0"
3259437,"Megatech Software",3751,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,"0"
3261847,"Commercial Television (Hong Kong TV station)",5790,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,"0"
3294705,"Forest Laboratories",8933,0,0,0,0,0,0,0,0,1,0,0,3,85,0,0,0,"0"
3301316,"The Earth Institute",21508,0,0,0,0,0,0,0,0,0,0,0,8,119,0,0,0,"0"
3304487,"Robert Clayton (Lord Mayor)",9812,0,0,0,0,0,0,0,0,0,0,0,0,137,0,1,0,"1"
3304730,"Accuride Corporation",4669,0,0,1,0,0,0,0,0,0,0,0,2,18,0,0,0,"0"
3323466,"K2 Sports",9828,0,0,0,0,0,0,0,0,0,0,0,6,90,0,2,0,"0"
3336242,"CBS Home Entertainment",5725,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"0"
3337156,"Hommell",4014,0,0,0,0,0,0,0,0,0,0,0,4,20,0,2,0,"0"
3337940,"Gillet",5524,0,0,0,0,0,0,0,0,0,0,0,4,34,0,1,0,"0"
3351079,"Beatties",4994,0,0,0,0,0,0,0,0,0,0,0,0,57,0,4,0,"0"
3353300,"The North West Company",6266,0,0,0,0,0,0,0,0,0,0,0,2,67,0,3,0,"0"
3362007,"Hyperlite Wake Mfg.",4214,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
3368612,"Allot Communications",14816,0,0,0,0,0,0,0,0,1,0,0,24,37,0,1,0,"0"
3369631,"Anglo Swiss Capital",2187,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,"0"
3372159,"University of Novi Sad",4838,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,"3"
3379159,"The Brick House",7388,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,"0"
3379286,"HSBC Finance",12216,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,"0"
3391043,"NTelos",5997,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,"0"
3391368,"Telegate",6147,0,0,0,0,0,0,0,0,0,0,1,2,26,0,2,0,"0"
3424953,"Ohio Bell",2535,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"0"
3434177,"Army & Navy Stores (Canada)",3325,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,"0"
3435209,"Sur La Table",3694,0,0,1,0,0,0,0,0,0,0,0,2,23,0,2,0,"0"
3441969,"Christie (company)",11236,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,"0"
3443548,"Nexhat Daci",5368,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,"1"
3447877,"Roper Technologies",15218,0,0,0,0,0,0,0,0,0,0,0,3,109,0,0,0,"0"
3456398,"Peter Costigan",1949,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"1"
3461147,"Nexen Tire",3757,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,"0"
3465678,"TransGas",2396,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,"0"
3494709,"Moe's Italian Sandwiches",2456,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,"0"
3499399,"Quest International",8467,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"0"
3500187,"Montepio (bank)",1688,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
3500795,"Academa",7969,0,0,0,0,0,0,0,0,0,0,0,0,74,0,3,0,"0"
3518078,"Banca Intesa",4527,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,"0"
3527100,"Plan (aid organisation)",10865,0,0,1,0,0,0,0,0,0,0,0,13,44,0,0,0,"0"
3528671,"Aubuchon Hardware",2727,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,"0"
3529980,"Ad Council Japan",4049,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,"0"
3531095,"Posta (company)",9799,0,0,0,0,0,0,0,0,0,0,0,1,44,0,2,0,"0"
3532913,"Southern Family Markets",10902,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
3544984,"Watson's (United States)",3518,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"0"
3545568,"Jack Kelly (actor)",21627,0,0,3,0,0,0,0,0,1,0,0,2,203,1,4,0,"1"
3547590,"Hills (store)",9288,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,"0"
3564340,"National College of Art and Design",4774,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,"3"
3565526,"Howard Miller Clock Company",6723,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,"0"
3568507,"MAB Paints",3074,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
3571950,"Hallam L. Movius",2809,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,"2"
3574280,"Palliser Furniture",2288,0,0,0,0,0,0,0,0,0,0,0,4,15,0,1,0,"0"
3577797,"Georgia Military College",13703,0,0,0,0,0,0,0,0,0,0,0,2,76,0,0,0,"3"
3578223,"Amoroso's Baking Company",2697,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,"0"
3579216,"Kuroda Nagamasa",3818,0,0,2,0,0,0,0,0,0,0,0,1,39,0,0,0,"1"
3579298,"Sakakibara Yasumasa",5066,0,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,"1"
3581057,"Isfahan University of Technology",13947,0,0,0,0,0,0,0,0,0,0,0,3,76,1,0,0,"3"
3586101,"Liz Beattie",3561,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,"1"
3587153,"Honda Tadamasa",2274,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,"1"
3594370,"Phar-Mor",8528,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,"0"
3599710,"Quantum3D",3998,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,"0"
3599832,"Aten Technology, Inc.",2360,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,"0"
3603250,"Hamburg Süd",7259,0,0,1,0,0,0,0,0,0,0,0,0,45,0,5,0,"0"
3605723,"Doosan Group",11282,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,0,"0"
3613857,"Pink Mammoth",2479,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,"0"
3616563,"Xansa",3910,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,"0"
3617301,"Stodir",8537,0,0,0,0,0,0,0,0,0,0,0,5,80,0,0,0,"0"
3619012,"John Noble Goodwin",10204,0,0,3,0,0,0,0,0,0,0,0,0,76,0,0,0,"1"
3621658,"Lightolier",3134,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
3643934,"Atlanta's John Marshall Law School",6939,0,0,0,0,0,0,0,0,0,0,0,6,21,0,1,0,"3"
3685214,"Wirthlin Worldwide",6062,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"0"
3688582,"Chowking",7770,0,0,0,0,0,0,0,0,0,0,0,6,63,0,3,0,"0"
3688797,"Sasken Communication Technologies",4222,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,"0"
3690102,"Hennessy's",2807,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
3691372,"Richard FitzNeal",7236,0,0,4,0,0,0,0,0,2,0,0,0,48,0,0,0,"1"
3703131,"Chloé",7542,0,0,1,0,0,0,0,0,0,0,0,0,58,0,2,0,"0"
3708970,"Pernod Ricard Winemakers",3945,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,"0"
3717189,"SwapSimple",2030,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
3724720,"Giz Watson",9821,0,0,0,0,0,0,0,0,0,0,1,3,66,0,0,0,"1"
3747878,"Best & Less",2674,0,0,0,0,0,0,0,0,0,0,0,1,15,0,2,0,"0"
3751287,"Malfador Machinations",1945,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
3764581,"PKP Linia Hutnicza Szerokotorowa",1725,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
3764795,"TK Telekom",1609,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
3779489,"Allegany College of Maryland",5161,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,"3"
3781940,"Bill Miller Bar-B-Q Enterprises",6216,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
3792413,"CoTherix",2633,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"0"
3795478,"Władysław Bortnowski",16470,0,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,"1"
3833495,"Remo",8189,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,"0"
3835477,"Footstar",5235,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"0"
3845580,"Woody's Chicago Style",2785,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,"0"
3868714,"Peltarion",1328,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
3873418,"Wendy's Supa Sundaes",2702,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,"0"
3874825,"AT&T Labs",4347,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,"0"
3885203,"Divine (corporation)",4657,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,"0"
3895522,"Stuarts (store)",2228,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
3910994,"Navis Logistics Network",2110,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
3931083,"WHU-Otto Beisheim School of Management",13510,0,0,0,0,0,0,0,0,0,0,0,39,66,0,0,0,"3"
3938454,"Matsudaira Shigekatsu",2304,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"1"
3951431,"Atlantic Lottery Corporation",5504,0,0,0,0,0,0,0,0,0,0,0,1,42,0,1,0,"0"
3953668,"Astound Broadband",2712,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,"0"
3959905,"Valu-mart",3179,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,"0"
3968102,"Délifrance",4059,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,"0"
3972279,"The Aladdin Company",5460,0,0,1,0,0,0,0,0,0,0,0,1,40,0,2,0,"0"
3977853,"Teleroute",1496,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
3982259,"Silvercup Studios",5905,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0,"0"
3984077,"Shiraz University of Medical Sciences",12206,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,"3"
3990635,"T. Rowe Price",10324,0,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,"0"
3996974,"The Republic of Tea",3151,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
4022313,"Western Mindanao State University",8395,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,"3"
4026777,"O. Mustad & Son",7593,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,"0"
4035077,"Bravox",2351,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
4039195,"Kemira GrowHow",1935,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
4040707,"Armstrong World Industries",21509,0,0,0,0,0,0,0,0,0,0,0,14,123,0,2,0,"0"
4051242,"Frontier Southwest",3523,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
4054506,"Frontier North",2865,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,"0"
4060528,"Carol Davila University of Medicine and Pharmacy",14578,0,0,1,0,0,0,0,0,2,0,0,0,54,0,2,0,"3"
4070386,"Palm Pictures",6825,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,"0"
4081183,"Bravo Telecom",1864,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
4086622,"Frontier California",4448,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,"0"
4087139,"Hochtief",31909,0,0,1,0,0,0,0,0,0,0,0,2,281,0,8,0,"0"
4097345,"The Lighthouse (Poole)",5180,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,"0"
4097627,"Seneca Foods",5875,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,"0"
4097925,"Divine Word University",3367,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"3"
4105196,"NetSys",10955,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
4119622,"Coppola Industria Alimentare",1326,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,"0"
4121997,"Thompson and Morgan",804,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
4123175,"Dex Media (Dex One)",4261,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,"0"
4126237,"Brookstone",13359,0,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,"0"
4126271,"Manila Broadcasting Company",9258,0,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,"0"
4129266,"Burlington Resources",3113,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,"0"
4152777,"Stihl",4852,0,0,0,0,0,0,0,0,0,0,0,3,28,0,1,0,"0"
4162112,"Arima Harunobu",9272,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,"1"
4166677,"Sterling Software",7514,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,"0"
4172075,"First International Bank",4179,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,"0"
4173147,"HomeBase",2751,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,"0"
4189891,"H & J Smith's",13699,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,"0"
4191580,"Calgon Carbon",24465,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,"0"
4194892,"ALDREES Petroleum and Transport Services Company",2007,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
4202632,"Sparkfactor Design",3870,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"0"
4202804,"Universidad del Valle de Guatemala",2797,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,"3"
4207480,"Platinum Technology",8388,0,0,1,0,0,0,0,0,1,0,0,0,46,0,0,0,"0"
4228078,"Shri Govindram Seksaria Institute of Technology and Science",9615,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"3"
4232840,"West Marine",5090,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,"0"
4237114,"Darmstadt University of Applied Sciences",10250,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,"3"
4237159,"NTUC FairPrice",13234,0,0,0,0,0,0,0,0,0,0,0,2,59,0,1,0,"0"
4248266,"Aerobics and Fitness Association of America",3628,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
4251406,"Sanofi Pasteur",11124,0,0,1,0,0,0,0,0,0,0,0,6,95,0,1,0,"0"
